order_id,signal_id,symbol,market_type,action,order_type,side,quantity,limit_price,status,created_at,eligible_at,cancel_after,filled_quantity,fill_price,fee_paid
funding-close_short-1000SHIBUSDT-1645264800,funding-close_short-1000SHIBUSDT-1645264800,1000SHIBUSDT,FUTURE,CLOSE_SHORT,LIMIT,BUY,3538.570417551309,0.02826,FILLED,2022-02-19T10:00:00+00:00,2022-02-19T10:00:00+00:00,,3538.570417551309,0.02826,0.02
funding-open_long-1000SHIBUSDT-1645304400,funding-open_long-1000SHIBUSDT-1645304400,1000SHIBUSDT,SPOT,OPEN_LONG,LIMIT,BUY,3682.156270712129,0.027158,FILLED,2022-02-19T21:00:00+00:00,2022-02-19T21:00:00+00:00,,3682.156270712129,0.027158,0.1
funding-open_short-1000SHIBUSDT-1645304400,funding-open_short-1000SHIBUSDT-1645304400,1000SHIBUSDT,FUTURE,OPEN_SHORT,LIMIT,SELL,3682.156270712129,0.027158,FILLED,2022-02-19T21:00:00+00:00,2022-02-19T21:00:00+00:00,,3682.156270712129,0.027158,0.02
funding-close_long-ADAUSDT-1645304400,funding-close_long-ADAUSDT-1645304400,ADAUSDT,SPOT,CLOSE_LONG,LIMIT,SELL,101.3273887931908,0.9869,FILLED,2022-02-19T21:00:00+00:00,2022-02-19T21:00:00+00:00,,101.3273887931908,0.9869,0.1
funding-close_short-ADAUSDT-1645304400,funding-close_short-ADAUSDT-1645304400,ADAUSDT,FUTURE,CLOSE_SHORT,LIMIT,BUY,101.3273887931908,0.9869,FILLED,2022-02-19T21:00:00+00:00,2022-02-19T21:00:00+00:00,,101.3273887931908,0.9869,0.02
funding-close_long-1000SHIBUSDT-1645333200,funding-close_long-1000SHIBUSDT-1645333200,1000SHIBUSDT,SPOT,CLOSE_LONG,LIMIT,SELL,3918.188229762558,0.025522,FILLED,2022-02-20T05:00:00+00:00,2022-02-20T05:00:00+00:00,,3918.188229762558,0.025522,0.1
funding-close_short-1000SHIBUSDT-1645333200,funding-close_short-1000SHIBUSDT-1645333200,1000SHIBUSDT,FUTURE,CLOSE_SHORT,LIMIT,BUY,3918.188229762558,0.025522,FILLED,2022-02-20T05:00:00+00:00,2022-02-20T05:00:00+00:00,,3918.188229762558,0.025522,0.02
funding-open_long-ADAUSDT-1645333200,funding-open_long-ADAUSDT-1645333200,ADAUSDT,SPOT,OPEN_LONG,LIMIT,BUY,105.40739959945188,0.9487,FILLED,2022-02-20T05:00:00+00:00,2022-02-20T05:00:00+00:00,,105.40739959945188,0.9487,0.1
funding-open_short-ADAUSDT-1645333200,funding-open_short-ADAUSDT-1645333200,ADAUSDT,FUTURE,OPEN_SHORT,LIMIT,SELL,105.40739959945188,0.9487,FILLED,2022-02-20T05:00:00+00:00,2022-02-20T05:00:00+00:00,,105.40739959945188,0.9487,0.02
funding-open_long-1000SHIBUSDT-1645347600,funding-open_long-1000SHIBUSDT-1645347600,1000SHIBUSDT,SPOT,OPEN_LONG,LIMIT,BUY,3952.8816507233773,0.025298,FILLED,2022-02-20T09:00:00+00:00,2022-02-20T09:00:00+00:00,,3952.8816507233773,0.025298,0.1
funding-open_short-1000SHIBUSDT-1645347600,funding-open_short-1000SHIBUSDT-1645347600,1000SHIBUSDT,FUTURE,OPEN_SHORT,LIMIT,SELL,3952.8816507233773,0.025298,FILLED,2022-02-20T09:00:00+00:00,2022-02-20T09:00:00+00:00,,3952.8816507233773,0.025298,0.02
funding-close_long-ADAUSDT-1645347600,funding-close_long-ADAUSDT-1645347600,ADAUSDT,SPOT,CLOSE_LONG,LIMIT,SELL,106.73497705197994,0.9369,FILLED,2022-02-20T09:00:00+00:00,2022-02-20T09:00:00+00:00,,106.73497705197994,0.9369,0.1
funding-close_short-ADAUSDT-1645347600,funding-close_short-ADAUSDT-1645347600,ADAUSDT,FUTURE,CLOSE_SHORT,LIMIT,BUY,106.73497705197994,0.9369,FILLED,2022-02-20T09:00:00+00:00,2022-02-20T09:00:00+00:00,,106.73497705197994,0.9369,0.02
funding-open_long-ADAUSDT-1645866000,funding-open_long-ADAUSDT-1645866000,ADAUSDT,SPOT,OPEN_LONG,LIMIT,BUY,112.44799280332846,0.8893,FILLED,2022-02-26T09:00:00+00:00,2022-02-26T09:00:00+00:00,,112.44799280332846,0.8893,0.1
funding-open_short-ADAUSDT-1645866000,funding-open_short-ADAUSDT-1645866000,ADAUSDT,FUTURE,OPEN_SHORT,LIMIT,SELL,112.44799280332846,0.8893,FILLED,2022-02-26T09:00:00+00:00,2022-02-26T09:00:00+00:00,,112.44799280332846,0.8893,0.02
funding-close_long-ALICEUSDT-1645866000,funding-close_long-ALICEUSDT-1645866000,ALICEUSDT,SPOT,CLOSE_LONG,LIMIT,SELL,13.919821826280623,7.184,FILLED,2022-02-26T09:00:00+00:00,2022-02-26T10:00:00+00:00,,13.919821826280623,7.184,0.1
funding-close_short-ALICEUSDT-1645866000,funding-close_short-ALICEUSDT-1645866000,ALICEUSDT,FUTURE,CLOSE_SHORT,LIMIT,BUY,13.919821826280623,7.184,FILLED,2022-02-26T09:00:00+00:00,2022-02-26T10:00:00+00:00,,13.919821826280623,7.184,0.02
funding-close_long-ADAUSDT-1645894800,funding-close_long-ADAUSDT-1645894800,ADAUSDT,SPOT,CLOSE_LONG,LIMIT,SELL,111.185234600845,0.8994,FILLED,2022-02-26T17:00:00+00:00,2022-02-26T17:00:00+00:00,,111.185234600845,0.8994,0.1
funding-close_short-ADAUSDT-1645894800,funding-close_short-ADAUSDT-1645894800,ADAUSDT,FUTURE,CLOSE_SHORT,LIMIT,BUY,111.185234600845,0.8994,FILLED,2022-02-26T17:00:00+00:00,2022-02-26T17:00:00+00:00,,111.185234600845,0.8994,0.02
funding-open_long-ALICEUSDT-1645894800,funding-open_long-ALICEUSDT-1645894800,ALICEUSDT,SPOT,OPEN_LONG,LIMIT,BUY,13.75894331315355,7.268,FILLED,2022-02-26T17:00:00+00:00,2022-02-26T18:00:00+00:00,,13.75894331315355,7.268,0.1
funding-open_short-ALICEUSDT-1645894800,funding-open_short-ALICEUSDT-1645894800,ALICEUSDT,FUTURE,OPEN_SHORT,LIMIT,SELL,13.75894331315355,7.268,FILLED,2022-02-26T17:00:00+00:00,2022-02-26T18:00:00+00:00,,13.75894331315355,7.268,0.02
funding-close_long-ADAUSDT-1645898400,funding-close_long-ADAUSDT-1645898400,ADAUSDT,SPOT,CLOSE_LONG,LIMIT,SELL,111.69440411035407,0.8953,FILLED,2022-02-26T18:00:00+00:00,2022-02-26T18:00:00+00:00,,111.69440411035407,0.8953,0.1
funding-close_short-ADAUSDT-1645898400,funding-close_short-ADAUSDT-1645898400,ADAUSDT,FUTURE,CLOSE_SHORT,LIMIT,BUY,111.69440411035407,0.8953,FILLED,2022-02-26T18:00:00+00:00,2022-02-26T18:00:00+00:00,,111.69440411035407,0.8953,0.02
funding-open_long-ADAUSDT-1645923600,funding-open_long-ADAUSDT-1645923600,ADAUSDT,SPOT,OPEN_LONG,LIMIT,BUY,117.42602160638798,0.8516,FILLED,2022-02-27T01:00:00+00:00,2022-02-27T01:00:00+00:00,,117.42602160638798,0.8516,0.1
funding-open_short-ADAUSDT-1645923600,funding-open_short-ADAUSDT-1645923600,ADAUSDT,FUTURE,OPEN_SHORT,LIMIT,SELL,117.42602160638798,0.8516,FILLED,2022-02-27T01:00:00+00:00,2022-02-27T01:00:00+00:00,,117.42602160638798,0.8516,0.02
funding-close_long-ALICEUSDT-1645923600,funding-close_long-ALICEUSDT-1645923600,ALICEUSDT,SPOT,CLOSE_LONG,LIMIT,SELL,14.874312063067084,6.723,FILLED,2022-02-27T01:00:00+00:00,2022-02-27T02:00:00+00:00,,14.874312063067084,6.723,0.1
funding-close_short-ALICEUSDT-1645923600,funding-close_short-ALICEUSDT-1645923600,ALICEUSDT,FUTURE,CLOSE_SHORT,LIMIT,BUY,14.874312063067084,6.723,FILLED,2022-02-27T01:00:00+00:00,2022-02-27T02:00:00+00:00,,14.874312063067084,6.723,0.02
funding-close_long-1000SHIBUSDT-1646125200,funding-close_long-1000SHIBUSDT-1646125200,1000SHIBUSDT,SPOT,CLOSE_LONG,LIMIT,SELL,3860.5566922750263,0.025903,FILLED,2022-03-01T09:00:00+00:00,2022-03-01T09:00:00+00:00,,3860.5566922750263,0.025903,0.1
funding-close_short-1000SHIBUSDT-1646125200,funding-close_short-1000SHIBUSDT-1646125200,1000SHIBUSDT,FUTURE,CLOSE_SHORT,LIMIT,BUY,3860.5566922750263,0.025903,FILLED,2022-03-01T09:00:00+00:00,2022-03-01T09:00:00+00:00,,3860.5566922750263,0.025903,0.02
funding-open_long-ALICEUSDT-1646125200,funding-open_long-ALICEUSDT-1646125200,ALICEUSDT,SPOT,OPEN_LONG,LIMIT,BUY,13.39405304045004,7.466,FILLED,2022-03-01T09:00:00+00:00,2022-03-01T10:00:00+00:00,,13.39405304045004,7.466,0.1
funding-open_short-ALICEUSDT-1646125200,funding-open_short-ALICEUSDT-1646125200,ALICEUSDT,FUTURE,OPEN_SHORT,LIMIT,SELL,13.39405304045004,7.466,FILLED,2022-03-01T09:00:00+00:00,2022-03-01T10:00:00+00:00,,13.39405304045004,7.466,0.02
funding-close_long-1000SHIBUSDT-1646128800,funding-close_long-1000SHIBUSDT-1646128800,1000SHIBUSDT,SPOT,CLOSE_LONG,LIMIT,SELL,3838.1822368926078,0.026054,FILLED,2022-03-01T10:00:00+00:00,2022-03-01T10:00:00+00:00,,3838.1822368926078,0.026054,0.1
funding-close_short-1000SHIBUSDT-1646128800,funding-close_short-1000SHIBUSDT-1646128800,1000SHIBUSDT,FUTURE,CLOSE_SHORT,LIMIT,BUY,3838.1822368926078,0.026054,FILLED,2022-03-01T10:00:00+00:00,2022-03-01T10:00:00+00:00,,3838.1822368926078,0.026054,0.02
funding-open_long-1000SHIBUSDT-1646139600,funding-open_long-1000SHIBUSDT-1646139600,1000SHIBUSDT,SPOT,OPEN_LONG,LIMIT,BUY,3584.614833136179,0.027897,FILLED,2022-03-01T13:00:00+00:00,2022-03-01T13:00:00+00:00,,3584.614833136179,0.027897,0.1
funding-open_short-1000SHIBUSDT-1646139600,funding-open_short-1000SHIBUSDT-1646139600,1000SHIBUSDT,FUTURE,OPEN_SHORT,LIMIT,SELL,3584.614833136179,0.027897,FILLED,2022-03-01T13:00:00+00:00,2022-03-01T13:00:00+00:00,,3584.614833136179,0.027897,0.02
funding-close_long-ALICEUSDT-1646139600,funding-close_long-ALICEUSDT-1646139600,ALICEUSDT,SPOT,CLOSE_LONG,LIMIT,SELL,12.763241863433311,7.835,FILLED,2022-03-01T13:00:00+00:00,2022-03-01T14:00:00+00:00,,12.763241863433311,7.835,0.1
funding-close_short-ALICEUSDT-1646139600,funding-close_short-ALICEUSDT-1646139600,ALICEUSDT,FUTURE,CLOSE_SHORT,LIMIT,BUY,12.763241863433311,7.835,FILLED,2022-03-01T13:00:00+00:00,2022-03-01T14:00:00+00:00,,12.763241863433311,7.835,0.02
funding-close_long-ALICEUSDT-1646143200,funding-close_long-ALICEUSDT-1646143200,ALICEUSDT,SPOT,CLOSE_LONG,LIMIT,SELL,13.104442405975625,7.631,FILLED,2022-03-01T14:00:00+00:00,2022-03-01T15:00:00+00:00,,13.104442405975625,7.631,0.1
funding-close_short-ALICEUSDT-1646143200,funding-close_short-ALICEUSDT-1646143200,ALICEUSDT,FUTURE,CLOSE_SHORT,LIMIT,BUY,13.104442405975625,7.631,FILLED,2022-03-01T14:00:00+00:00,2022-03-01T15:00:00+00:00,,13.104442405975625,7.631,0.02
funding-close_long-ADAUSDT-1646211600,funding-close_long-ADAUSDT-1646211600,ADAUSDT,SPOT,CLOSE_LONG,LIMIT,SELL,104.6134532900931,0.9559,FILLED,2022-03-02T09:00:00+00:00,2022-03-02T09:00:00+00:00,,104.6134532900931,0.9559,0.1
funding-close_short-ADAUSDT-1646211600,funding-close_short-ADAUSDT-1646211600,ADAUSDT,FUTURE,CLOSE_SHORT,LIMIT,BUY,104.6134532900931,0.9559,FILLED,2022-03-02T09:00:00+00:00,2022-03-02T09:00:00+00:00,,104.6134532900931,0.9559,0.02
funding-open_long-ALICEUSDT-1646211600,funding-open_long-ALICEUSDT-1646211600,ALICEUSDT,SPOT,OPEN_LONG,LIMIT,BUY,13.078733978550876,7.646,FILLED,2022-03-02T09:00:00+00:00,2022-03-02T10:00:00+00:00,,13.078733978550876,7.646,0.1
funding-open_short-ALICEUSDT-1646211600,funding-open_short-ALICEUSDT-1646211600,ALICEUSDT,FUTURE,OPEN_SHORT,LIMIT,SELL,13.078733978550876,7.646,FILLED,2022-03-02T09:00:00+00:00,2022-03-02T10:00:00+00:00,,13.078733978550876,7.646,0.02
funding-close_long-ADAUSDT-1646215200,funding-close_long-ADAUSDT-1646215200,ADAUSDT,SPOT,CLOSE_LONG,LIMIT,SELL,103.72368011617053,0.9641,FILLED,2022-03-02T10:00:00+00:00,2022-03-02T10:00:00+00:00,,103.72368011617053,0.9641,0.1
funding-close_short-ADAUSDT-1646215200,funding-close_short-ADAUSDT-1646215200,ADAUSDT,FUTURE,CLOSE_SHORT,LIMIT,BUY,103.72368011617053,0.9641,FILLED,2022-03-02T10:00:00+00:00,2022-03-02T10:00:00+00:00,,103.72368011617053,0.9641,0.02
funding-open_long-ADAUSDT-1646269200,funding-open_long-ADAUSDT-1646269200,ADAUSDT,SPOT,OPEN_LONG,LIMIT,BUY,106.96331158412664,0.9349,FILLED,2022-03-03T01:00:00+00:00,2022-03-03T01:00:00+00:00,,106.96331158412664,0.9349,0.1
funding-open_short-ADAUSDT-1646269200,funding-open_short-ADAUSDT-1646269200,ADAUSDT,FUTURE,OPEN_SHORT,LIMIT,SELL,106.96331158412664,0.9349,FILLED,2022-03-03T01:00:00+00:00,2022-03-03T01:00:00+00:00,,106.96331158412664,0.9349,0.02
funding-close_long-ALICEUSDT-1646269200,funding-close_long-ALICEUSDT-1646269200,ALICEUSDT,SPOT,CLOSE_LONG,LIMIT,SELL,13.52265043948614,7.395,FILLED,2022-03-03T01:00:00+00:00,2022-03-03T02:00:00+00:00,,13.52265043948614,7.395,0.1
funding-close_short-ALICEUSDT-1646269200,funding-close_short-ALICEUSDT-1646269200,ALICEUSDT,FUTURE,CLOSE_SHORT,LIMIT,BUY,13.52265043948614,7.395,FILLED,2022-03-03T01:00:00+00:00,2022-03-03T02:00:00+00:00,,13.52265043948614,7.395,0.02
funding-close_long-ADAUSDT-1646514000,funding-close_long-ADAUSDT-1646514000,ADAUSDT,SPOT,CLOSE_LONG,LIMIT,SELL,115.7943492357573,0.8636,FILLED,2022-03-05T21:00:00+00:00,2022-03-05T21:00:00+00:00,,115.7943492357573,0.8636,0.1
funding-close_short-ADAUSDT-1646514000,funding-close_short-ADAUSDT-1646514000,ADAUSDT,FUTURE,CLOSE_SHORT,LIMIT,BUY,115.7943492357573,0.8636,FILLED,2022-03-05T21:00:00+00:00,2022-03-05T21:00:00+00:00,,115.7943492357573,0.8636,0.02
funding-open_long-ALICEUSDT-1646514000,funding-open_long-ALICEUSDT-1646514000,ALICEUSDT,SPOT,OPEN_LONG,LIMIT,BUY,14.604936468526361,6.847,FILLED,2022-03-05T21:00:00+00:00,2022-03-05T22:00:00+00:00,,14.604936468526361,6.847,0.1
funding-open_short-ALICEUSDT-1646514000,funding-open_short-ALICEUSDT-1646514000,ALICEUSDT,FUTURE,OPEN_SHORT,LIMIT,SELL,14.604936468526361,6.847,FILLED,2022-03-05T21:00:00+00:00,2022-03-05T22:00:00+00:00,,14.604936468526361,6.847,0.02
funding-open_long-ADAUSDT-1646542800,funding-open_long-ADAUSDT-1646542800,ADAUSDT,SPOT,OPEN_LONG,LIMIT,BUY,117.15089034676663,0.8536,FILLED,2022-03-06T05:00:00+00:00,2022-03-06T05:00:00+00:00,,117.15089034676663,0.8536,0.1
funding-open_short-ADAUSDT-1646542800,funding-open_short-ADAUSDT-1646542800,ADAUSDT,FUTURE,OPEN_SHORT,LIMIT,SELL,117.15089034676663,0.8536,FILLED,2022-03-06T05:00:00+00:00,2022-03-06T05:00:00+00:00,,117.15089034676663,0.8536,0.02
funding-close_long-ALICEUSDT-1646542800,funding-close_long-ALICEUSDT-1646542800,ALICEUSDT,SPOT,CLOSE_LONG,LIMIT,SELL,14.863258026159334,6.728,FILLED,2022-03-06T05:00:00+00:00,2022-03-06T06:00:00+00:00,,14.863258026159334,6.728,0.1
