timestamp,cash,unrealized_pnl,realized_pnl,total_fees,equity
2026-05-28T09:00:00+00:00,10000.0,0.0,0.0,0.0,10000.0
2026-05-28T09:15:00+00:00,10000.0,0.0,0.0,0.0,10000.0
2026-05-28T09:30:00+00:00,10000.0,0.0,0.0,0.0,10000.0
