timestamp,order_id,signal_id,symbol,market_type,side,quantity,price,fee,fee_type
2022-02-08T02:00:00+00:00,funding-open_long-1000SHIBUSDT-1644282000,funding-open_long-1000SHIBUSDT-1644282000,1000SHIBUSDT,SPOT,BUY,3018.5034260013886,0.033129,0.1,MAKER
2022-02-08T02:00:00+00:00,funding-open_short-1000SHIBUSDT-1644282000,funding-open_short-1000SHIBUSDT-1644282000,1000SHIBUSDT,FUTURE,SELL,3018.5034260013886,0.033129,0.02,MAKER
2022-02-08T02:00:00+00:00,funding-open_long-1000XECUSDT-1644282000,funding-open_long-1000XECUSDT-1644282000,1000XECUSDT,SPOT,BUY,1071.237279057311,0.09335,0.09999999999999999,MAKER
2022-02-08T02:00:00+00:00,funding-open_short-1000XECUSDT-1644282000,funding-open_short-1000XECUSDT-1644282000,1000XECUSDT,FUTURE,SELL,1071.237279057311,0.09335,0.019999999999999997,MAKER
2022-02-08T02:00:00+00:00,funding-open_long-1INCHUSDT-1644282000,funding-open_long-1INCHUSDT-1644282000,1INCHUSDT,SPOT,BUY,51.37162231583273,1.9466,0.1,MAKER
2022-02-08T02:00:00+00:00,funding-open_short-1INCHUSDT-1644282000,funding-open_short-1INCHUSDT-1644282000,1INCHUSDT,FUTURE,SELL,51.37162231583273,1.9466,0.02,MAKER
